업종,업소명,주요품목,가격,연락처,주소,"주소_구,군",keyword,평점
한식_육류,이오리,오리탕,8000원,064-751-4905,"제주도 제주시 도리로 53,1층(이호일동)","제주도 제주시 도리로 53,1층(이호일동)",제주도 제주시 이오리,4.2
이미용업,이애란헤어샵,커트,8000원,064-724-0090,제주도 제주시 고마로 58(일도이동),제주도 제주시 고마로 58(일도이동),제주도 제주시 이애란헤어샵,0
한식_면류,용담생국수,굴국밥,8000원,064-743-2503,제주도 제주시 용담로 95(용담이동),제주도 제주시 용담로 95(용담이동),제주도 제주시 용담생국수,4.8
한식_일반,양반촌,김치찌개,8000원,064-721-7185,제주도 제주시 서광로5길 29(용담일동),제주도 제주시 서광로5길 29(용담일동),제주도 제주시 양반촌,3.5
한식_일반,승범이네집,생선지리,8000원,064-744-3538,제주도 제주시 월랑로 56-1(노형동),제주도 제주시 월랑로 56-1(노형동),제주도 제주시 승범이네집,3.7
한식_일반,성춘,국밥,7000원,064-753-0528,제주도 제주시 성지로 68(일도이동),제주도 제주시 성지로 68(일도이동),제주도 제주시 성춘,4
한식_일반,삼주칼국수,삼주김밥,3000원,064-756-8892,"제주도 제주시 천수로 56, 108-103(일도이동, 삼주아파트)","제주도 제주시 천수로 56, 108-103(일도이동, 삼주아파트)",제주도 제주시 삼주칼국수,4.5
한식_일반,광양왕소금깡통구이,된장찌개,6000원,064-755-9966,제주도 제주시 광양13길 13(이도이동),제주도 제주시 광양13길 13(이도이동),제주도 제주시 광양왕소금깡통구이,4.8
한식_일반,부지깽이,고등어조림(소),20000원,064-723-3522,"제주도 제주시 광양13길 11-2, 1층(이도이동)","제주도 제주시 광양13길 11-2, 1층(이도이동)",제주도 제주시 부지깽이,4.5
한식_일반,무진장오라점,한치물회,7000원,064-712-6881,제주도 제주시 서광로 2길 11-9(오라일동),제주도 제주시 서광로 2길 11-9(오라일동),제주도 제주시 무진장오라점,3.9
이미용업,머리 만지는 남자,커트,10000원,064-723-8501,"제주도 제주시 독짓골6길 1, 1층(도남동)","제주도 제주시 독짓골6길 1, 1층(도남동)",제주도 제주시 머리 만지는 남자,3
한식_일반,마라톤식당,김치찌개,7000원,064-757-1945,"제주도 제주시 서광로2길 15, 1층(오라일동)","제주도 제주시 서광로2길 15, 1층(오라일동)",제주도 제주시 마라톤식당,3.1
이미용업,라영헤어숍,커트,10000원,064-744-3340,제주도 제주시 다랑곶4길 18(노형동),제주도 제주시 다랑곶4길 18(노형동),제주도 제주시 라영헤어숍,0
한식_일반,동우네,순두부,5500원,064-755-7482,"제주도 제주시 연수로3길 23, 1층(일도이동)","제주도 제주시 연수로3길 23, 1층(일도이동)",제주도 제주시 동우네,별점 없음
한식_육류,도남오거리도남점,돼지양념갈비(360g),14000원,064-722-4844,제주도 제주시 도남로6길 16(도남동),제주도 제주시 도남로6길 16(도남동),제주도 제주시 도남오거리도남점,3.3
한식_일반,다해,복해장국,9000원,064-749-9868,제주도 제주시 문송1길 17(연동),제주도 제주시 문송1길 17(연동),제주도 제주시 다해,4
한식_일반,내가찾은맛고을,삼계탕,10000원,064-702-0216,제주도 제주시 진남로8길 39(화북일동),제주도 제주시 진남로8길 39(화북일동),제주도 제주시 내가찾은맛고을,5
한식_육류,깜돈흑돼지,제주산 흑돼지(200g),20000원,064-712-9229,제주도 제주시 삼무로3길 6(연동),제주도 제주시 삼무로3길 6(연동),제주도 제주시 깜돈흑돼지,3.8
한식_육류,길벗식당,오리구이(1마리),54000원,064-748-0848,제주도 제주시 월광로 162(노형동),제주도 제주시 월광로 162(노형동),제주도 제주시 길벗식당,4.5
한식_육류,감나무집,흑돼지불고기정식,9000원,064-722-8292,제주도 제주시 오남로 12(오라일동),제주도 제주시 오남로 12(오라일동),제주도 제주시 감나무집,4.1
